	3253 8 6 7 0 		888888 		 	
	23 9 5 4 0 		99999 		 	
	657 4 6 2 2 		22444444 		 	
	6333 4 0 6 11 		66666666666 		 	
	45143111 0 2 2 6 		100222222 		 	
	3271 0 0 8 6 		888888 		 	
	96239010815 0 6 3 8 		30000003333333 		 	
	58147471674488 1 7 8 5 		58148111111888 		 	
	19644574824 3 1 7 1 		19644574830 		 	
	5 4 0 9 4 		9999 		 	
	603960 2 2 0 10 		200000000002 		 	
	46451113560115 0 5 8 5 		46458000008888 		 	
	991 7 13 0 2 		700777777777777 		 	
	7665 1 10 7 2 		111111111177 		 	
	58221 9 10 2 2 		229999999999 		 	
	555041 5 0 4 0 		555041 		 	
	372786714 5 2 4 7 		444444455 		 	
	999999999999999 0 14 9 1 		1000000000000009 		 	
	999999999999999 1 1 9 14 		1099999999999999 		 	
	999999999999999 8 5 9 10 		1888889999999999 		 	
	999999999999999 9 10 5 5 		1555559999999999 		 	
	452129873217234 8 9 2 6 		822222288888888 		 	
	974094882455171 0 14 9 1 		1000000000000009 		 	
	123456789012345 9 8 2 4 		123492229999999 		 	
	1 9 14 8 1 		899999999999999 		 	
	23 9 8 8 7 		888888899999999 		 	
	999999999999 4 7 7 7 		44444447777777 		 	
	1 0 0 9 15 		999999999999999 		 	
	1 7 7 0 8 		700000000777777 		 	
	1 0 1 9 12 		9099999999999 		 	
	1 1 15 0 0 		111111111111111 		 	
	1 9 9 8 6 		888888999999999 		 	
	35535327435555 5 7 3 7 		35535333335555 		 	
	1 9 14 2 1 		299999999999999 		 	
	1 1 7 2 8 		111111122222222 		 	
	1 0 14 1 1 		100000000000000 		 	
	100000000000001 0 14 9 1 		900000000000000 		 	
	1 9 7 0 1 		90999999 		 	
	1 0 15 2 0 		1000000000000000 		 	
	1 9 15 0 0 		999999999999999 		 	
	1 9 7 8 8 		888888889999999 		 	
	100 2 0 0 3 		1000 		 	
	999999999999999 9 14 8 1 		1899999999999999 		 	
	100000000000000 9 7 8 6 		108888889999999 		 	
	1 8 7 9 8 		888888899999999 		 	
	100000000000000 9 14 0 1 		909999999999999 		 	
	3426234634563 3 8 9 3 		3429333333399 		 	
	1 1 10 2 4 		11111111112222 		 	
	1 1 6 2 6 		111111222222 		 	
	123456789 1 3 2 10 		1112222222222 		 	
	5 2 3 0 5 		20000022 		 	
	1 1 0 9 14 		99999999999999 		 	
	12345678901234 9 7 8 6 		18888889999999 		 	
	10 9 10 8 3 		8889999999999 		 	
	999 0 15 1 0 		1000000000000000 		 	
	55 7 1 6 1 		67 		 	
	999999999999999 8 14 9 1 		1888888888888889 		 	
	100000000000000 0 15 1 0 		1000000000000000 		 	
	1 0 5 2 4 		200000222 		 	
	2 9 15 0 0 		999999999999999 		 	
	1 0 2 5 0 		100 		 	
	1 0 15 3 0 		1000000000000000 		 	
	999999999999999 2 6 1 5 		1000001111222222 		 	
	1 0 2 3 0 		100 		 	
	999 0 2 1 0 		1000 		 	
	1118 1 3 7 1 		1171 		 	
	74 3 2 0 2 		3003 		 	
	1580247635 1 4 0 6 		10000000111 		 	
	7777777777 5 5 0 5 		10000055555 		 	
	2 0 10 2 5 		200000000002222 		 	
	999999999999999 1 7 9 8 		1011111199999999 		 	
	50 0 15 9 0 		1000000000000000 		 	
	975 4 1 7 1 		1047 		 	
	281 3 4 0 3 		3000333 		 	
	888888888888888 0 7 9 8 		900000009999999 		 	
	275 9 7 0 5 		900000999999 		 	
	1 1 0 0 0 		1 		 	
	999999999999999 1 1 0 14 		1000000000000000 		 	
	20000000000000 1 7 9 7 		91111111999999 		 	
	50 0 5 9 5 		9000009999 		 	
	1 2 0 0 2 		100 		 	
	987987987987987 0 0 8 15 		1888888888888888 		 	
	1 8 1 9 14 		899999999999999 		 	
	275 9 3 0 3 		900099 		 	
	123423 3 2 2 3 		132223 		 	
	9 1 1 2 4 		12222 		 	
	999999999999999 4 5 7 5 		1000004444477777 		 	
	1 6 10 8 5 		666666666688888 		 	
	555770 5 1 7 4 		557777 		 	
	1 0 5 2 5 		2000002222 		 	
	1 0 8 9 7 		900000000999999 		 	
	99999 5 2 6 2 		105566 		 	
	65 4 8 0 7 		400000004444444 		 	
	12 4 5 0 8 		4000000004444 		 	
	98 1 2 3 0 		101 		 	
	27 0 2 9 0 		100 		 	
	1 6 5 7 4 		666667777 		 	
	999999999999999 1 1 0 1 		1000000000000000 		 	
