	6245226, 4, 0, 8, 0 		6245226 		Passed 	
	3, 5, 0, 1, 0 		3 		Passed 	
	853763137, 9, 10, 6, 3 		6669999999999 		Passed 	
	124565313525384, 3, 2, 0, 9 		124600000000033 		Passed 	
	4134954849229, 2, 6, 3, 0 		4134955222222 		Passed 	
	1962407043, 8, 11, 0, 1 		808888888888 		Passed 	
	620681, 9, 0, 4, 3 		621444 		Passed 	
	282, 9, 3, 0, 3 		900099 		Passed 	
	3008402, 8, 2, 0, 0 		3008408 		Passed 	
	86354037283377, 3, 5, 7, 3 		86354037303377 		Passed 	
	929302, 0, 10, 1, 2 		100000000001 		Passed 	
	9567586730587, 7, 3, 2, 7 		9567722222227 		Passed 	
	39888232658, 7, 0, 5, 0 		39888232658 		Passed 	
	6809956, 0, 4, 2, 3 		10000222 		Passed 	
	8184038, 4, 12, 2, 0 		444444444444 		Passed 	
	3143275326265, 8, 2, 0, 12 		80000000000008 		Passed 	
	50561460, 2, 8, 4, 3 		22222222444 		Passed 	
	5616661715, 8, 0, 5, 1 		5616661715 		Passed 	
	438336226630705, 0, 1, 9, 4 		438336226690999 		Passed 	
	6118, 0, 2, 6, 2 		6600 		Passed 	
	802998516595, 6, 12, 0, 1 		6066666666666 		Passed 	
	8324053, 4, 3, 3, 11 		33333333333444 		Passed 	
	69619706734, 4, 15, 1, 0 		444444444444444 		Passed 	
	3253, 8, 6, 7, 0 		888888 		Passed 	
	23, 9, 5, 4, 0 		99999 		Passed 	
	657, 4, 6, 2, 2 		22444444 		Passed 	
	6333, 4, 0, 6, 11 		66666666666 		Passed 	
	45143111, 0, 2, 2, 6 		100222222 		Passed 	
	3271, 0, 0, 8, 6 		888888 		Passed 	
	96239010815, 0, 6, 3, 8 		30000003333333 		Passed 	
	58147471674488, 1, 7, 8, 5 		58148111111888 		Passed 	
	19644574824, 3, 1, 7, 1 		19644574830 		Passed 	
	5, 4, 0, 9, 4 		9999 		Passed 	
	603960, 2, 2, 0, 10 		200000000002 		Passed 	
	46451113560115, 0, 5, 8, 5 		46458000008888 		Passed 	
	991, 7, 13, 0, 2 		700777777777777 		Passed 	
	7665, 1, 10, 7, 2 		111111111177 		Passed 	
	58221, 9, 10, 2, 2 		229999999999 		Passed 	
	555041, 5, 0, 4, 0 		555041 		Passed 	
	372786714, 5, 2, 4, 7 		444444455 		Passed 	
	999999999999999, 0, 14, 9, 1 		1000000000000009 		Passed 	
	999999999999999, 1, 1, 9, 14 		1099999999999999 		Passed 	
	999999999999999, 8, 5, 9, 10 		1888889999999999 		Passed 	
	999999999999999, 9, 10, 5, 5 		1555559999999999 		Passed 	
	452129873217234, 8, 9, 2, 6 		822222288888888 		Passed 	
	974094882455171, 0, 14, 9, 1 		1000000000000009 		Passed 	
	123456789012345, 9, 8, 2, 4 		123492229999999 		Passed 	
	1, 9, 14, 8, 1 		899999999999999 		Passed 	
	23, 9, 8, 8, 7 		888888899999999 		Passed 	
	999999999999, 4, 7, 7, 7 		44444447777777 		Passed 	
	1, 0, 0, 9, 15 		999999999999999 		Passed 	
	1, 7, 7, 0, 8 		700000000777777 		Passed 	
	1, 0, 1, 9, 12 		9099999999999 		Passed 	
	1, 1, 15, 0, 0 		111111111111111 		Passed 	
	1, 9, 9, 8, 6 		888888999999999 		Passed 	
	35535327435555, 5, 7, 3, 7 		35535333335555 		Passed 	
	1, 9, 14, 2, 1 		299999999999999 		Passed 	
	1, 1, 7, 2, 8 		111111122222222 		Passed 	
	1, 0, 14, 1, 1 		100000000000000 		Passed 	
	100000000000001, 0, 14, 9, 1 		900000000000000 		Passed 	
	1, 9, 7, 0, 1 		90999999 		Passed 	
	1, 0, 15, 2, 0 		1000000000000000 		Passed 	
	1, 9, 15, 0, 0 		999999999999999 		Passed 	
	1, 9, 7, 8, 8 		888888889999999 		Passed 	
	100, 2, 0, 0, 3 		1000 		Passed 	
	999999999999999, 9, 14, 8, 1 		1899999999999999 		Passed 	
	100000000000000, 9, 7, 8, 6 		108888889999999 		Passed 	
	1, 8, 7, 9, 8 		888888899999999 		Passed 	
	100000000000000, 9, 14, 0, 1 		909999999999999 		Passed 	
	3426234634563, 3, 8, 9, 3 		3429333333399 		Passed 	
	1, 1, 10, 2, 4 		11111111112222 		Passed 	
	1, 1, 6, 2, 6 		111111222222 		Passed 	
	123456789, 1, 3, 2, 10 		1112222222222 		Passed 	
	5, 2, 3, 0, 5 		20000022 		Passed 	
	1, 1, 0, 9, 14 		99999999999999 		Passed 	
	12345678901234, 9, 7, 8, 6 		18888889999999 		Passed 	
	10, 9, 10, 8, 3 		8889999999999 		Passed 	
	999, 0, 15, 1, 0 		1000000000000000 		Passed 	
	55, 7, 1, 6, 1 		67 		Passed 	
	999999999999999, 8, 14, 9, 1 		1888888888888889 		Passed 	
	100000000000000, 0, 15, 1, 0 		1000000000000000 		Passed 	
	1, 0, 5, 2, 4 		200000222 		Passed 	
	2, 9, 15, 0, 0 		999999999999999 		Passed 	
	1, 0, 2, 5, 0 		100 		Passed 	
	1, 0, 15, 3, 0 		1000000000000000 		Passed 	
	999999999999999, 2, 6, 1, 5 		1000001111222222 		Passed 	
	1, 0, 2, 3, 0 		100 		Passed 	
	999, 0, 2, 1, 0 		1000 		Passed 	
	1118, 1, 3, 7, 1 		1171 		Passed 	
	74, 3, 2, 0, 2 		3003 		Passed 	
	1580247635, 1, 4, 0, 6 		10000000111 		Passed 	
	7777777777, 5, 5, 0, 5 		10000055555 		Passed 	
	2, 0, 10, 2, 5 		200000000002222 		Passed 	
	999999999999999, 1, 7, 9, 8 		1011111199999999 		Passed 	
	50, 0, 15, 9, 0 		1000000000000000 		Passed 	
	975, 4, 1, 7, 1 		1047 		Passed 	
	281, 3, 4, 0, 3 		3000333 		Passed 	
	888888888888888, 0, 7, 9, 8 		900000009999999 		Passed 	
	275, 9, 7, 0, 5 		900000999999 		Passed 	
	1, 1, 0, 0, 0 		1 		Passed 	
	999999999999999, 1, 1, 0, 14 		1000000000000000 		Passed 	
	20000000000000, 1, 7, 9, 7 		91111111999999 		Passed 	
	50, 0, 5, 9, 5 		9000009999 		Passed 	
	1, 2, 0, 0, 2 		100 		Passed 	
	987987987987987, 0, 0, 8, 15 		1888888888888888 		Passed 	
	1, 8, 1, 9, 14 		899999999999999 		Passed 	
	275, 9, 3, 0, 3 		900099 		Passed 	
	123423, 3, 2, 2, 3 		132223 		Passed 	
	9, 1, 1, 2, 4 		12222 		Passed 	
	999999999999999, 4, 5, 7, 5 		1000004444477777 		Passed 	
	1, 6, 10, 8, 5 		666666666688888 		Passed 	
	555770, 5, 1, 7, 4 		557777 		Passed 	
	1, 0, 5, 2, 5 		2000002222 		Passed 	
	1, 0, 8, 9, 7 		900000000999999 		Passed 	
	99999, 5, 2, 6, 2 		105566 		Passed 	
	65, 4, 8, 0, 7 		400000004444444 		Passed 	
	12, 4, 5, 0, 8 		4000000004444 		Passed 	
	98, 1, 2, 3, 0 		101 		Passed 	
	27, 0, 2, 9, 0 		100 		Passed 	
	1, 6, 5, 7, 4 		666667777 		Passed 	
	999999999999999, 1, 1, 0, 1 		1000000000000000 		Passed 	
