5,8 7,3		4			


	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1		50			


	5,1,4,3,2,10,6,9,7,8 10,6,2,8,7,1,4,5,3,9		18			


	49,28,70,84,88,24,6,7,52,73,87,71,39,76,6,74,43,5,71,2,36,44,45,12,79,26,83,27,20,92,31,74,73,35,96,6,73,14,41,97,74,47,3,92,35,62,27,53,43,69 17,89,34,62,86,98,8,92,51,86,87,58,73,58,74,11,8,75,26,74,34,97,88,42,84,35,98,22,72,20,9,53,77,76,90,79,57,81,76,22,58,99,91,83,22,36,28,34,92,29		76			


	1,2,3 2,1,3		4			


	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40		78			


	2,3,4,7 2,3,4,6		6			


	5,4,3,2,1 6,5,4,3,2		6			


	38,89,20,64,24 93,50,74,47,89		4			


	2,2,2 1,1,1		6			


	1,10,9 1,8,20		4			


	11,2,4,10,14,4,3,3,7,14,5,5,1,12,1,11,10,2,12,6,6,9,2,3,7,7,6,11,8,5,2,6,11,3,9,7,2,4,10,9,8,6,2,3,3,14,6,1,8,13 2,14,7,12,12,4,8,6,4,13,1,5,5,12,3,1,10,2,4,13,11,1,5,9,10,5,6,6,3,8,9,8,9,4,6,5,1,11,11,13,9,9,11,13,2,13,8,12,9,11		79			


	1,1,2,2 1,1,3,3		4			


	1,2,3,4,5 6,7,8,9,10		0			


	1,1,1,1 1,1,1,1		4			


	16,15,19,14,18,22,13,18,13,20,18,16,15,18,20,21,22,21,17,22,13,16,19,18,20,16,16,15,20,22,19,13,13,19,13,13,15,13,21,19,20,21,15,21,21,19,14,13,13,21 22,20,16,13,15,21,19,16,19,21,16,20,15,15,18,14,14,18,21,17,16,18,19,21,19,19,21,19,14,17,20,20,14,13,22,17,22,19,17,17,19,14,15,21,20,16,21,18,17,21		79			


	5,4,2,1 5,3,2,1		6			


	19,20,21 19,20,21		4			


	1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1		49			


	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20 20,19,18,17,16,15,14,13,12,11,11,12,13,14,15,16,17,18,19,20		19			


	1,2,3 1,2,3		4			


	1,34,235,23,34,23,5,235,23,235,23,5,23,23,23,3,235,25,23,235,532,23,353,23,33,5,235,325,235,235 234,234,5,2,325,23,235,23,235,532,235,235,23,3,235,325,235,235,325,235,345,34,345,34,345,345,23,235,325,35		33			


	1,1,1,1,1,1,1,1 1,1,1,1,1,1,1,1		8			


	361,201 361,201		2			


	1,34,235,23,34,23,5,235,23,235,23,5,23,23,23,3,235,25,23,235,532,23,353,23,33,5,235,325,235,235 234,234,5,1,325,23,235,23,235,532,235,235,23,3,235,325,235,235,325,235,345,34,345,34,345,345,23,235,325,35		33			


	1,1,1,1,1 1,1,1,1,1		5			


