	{790,4238,9657,2025,8807,2905,9388,1702,1855,4145,81,5739,6581,7508,1856,5906,7939,5555,7463,9813,9161,2381,5980,4294,6212,3019,2546,1801,1059,7658,7394,9827,1949,8462,9517,6846,1712,2230,6452,8145,7045,9153,1879,1540} {13,3,30,26,20,16,43,17,27,8,38,31,25,6,37,9,2,34,15,24,0,12,14,35,32,40,29,33,22,18,21,10,42,7,1,28,36,5,19,41,39,4,23,11}		233607
	{6571,147,3040,8092,7298,491,5794,8413,7930,9993,3966,1180,5591,9787,3607,9825,9462,8371,5619,5082,5034,1824,7946,9158,7358,8547} {13,10,8,15,2,6,25,4,9,20,3,18,12,7,19,14,22,21,23,5,1,11,0,17,16,24}		159243
	{7123,8496,247,8561,2961,4759,3902,5401,1453,3279,6451,7380,7386,6530,938,9971,771,5981,5137,3489,8548,3996,4955,5072,3173,9613,9099,1491,1321,2197,5510,643,231,93,118} {34,22,9,1,8,13,17,24,33,20,10,0,23,19,28,4,31,32,26,27,3,12,18,21,25,16,29,5,11,7,2,14,30,15,6}		158313
	{9680,8207,6635,371,2970,8104,5619,8892,2427,2751,6501,4430,2855,9163,8910,8648,362,908,4471,9263,3408,4518,21,4118,8189,9231,5618,8029,885,1682,1122,336,5994,4592,6395,4302,8205,9904,7906,1685,5108,2385,8898,7158,9389,9248,1171,7573,2110} {14,19,2,22,42,7,8,20,9,33,38,12,47,10,37,23,45,43,1,13,27,39,41,32,46,24,35,34,6,3,44,21,36,0,28,29,40,17,16,30,48,15,26,5,18,4,31,11,25}		258376
	{3841,8495,8136,9065,6043,2587,98,536,9763,6804,2829} {0,10,3,5,7,8,2,1,9,6,4}		55774
	{3562,5831,1529,974,4555,122,3308,7298,2343,9831,6548,1632,8972,7901,5874,1196,5042,885,931,4444,998,5119,9657,4835,1983,8327,8228,6942} {26,4,18,7,8,14,1,27,9,20,12,25,17,3,2,10,5,19,11,13,16,24,0,23,21,15,22,6}		130034
	{1816,4995,7769,4199,5005,6872,3523,4966,289,9805,6404,250,6099,758,5981,3027,8703,7226,5606,9611,333,2239,5196,2020,5783,1813,6215,6523,8196,5263,5038,3957,6683,5807,1059,3973,9402,7461,204} {30,22,5,10,12,16,32,29,18,34,23,26,25,36,14,21,33,31,35,28,1,3,6,24,2,9,4,37,11,13,20,7,15,17,27,38,19,0,8}		191886
	{3592,4103} {1,0}		7695
	{8752,2260,4094,373,6847,3975,2379,6758,9913,3007,5731} {7,3,8,5,10,9,2,6,0,4,1}		60198
	{7106,3077,5688,8868,6706,5275,2689,9350,1342,1428,2315,9603,2147,901,5251,3430,2042,139,6207,2210,6562,5271,7028,9946,2430,5616,1759,1925,2157,1697,1571,4650,109,7965,6660,4558,9207,6115,2972,7046,7703,9616,3938,5284,2319,3881,1248,436,7456,9335} {26,30,20,39,19,46,34,1,29,3,40,8,36,12,14,16,42,31,25,6,4,48,33,28,24,23,2,15,32,11,41,47,43,45,37,27,49,44,10,17,35,9,38,21,13,18,0,22,7,5}		233626
	{7498,6208} {1,0}		13706
	{3210,9921,7985,2374,2372,3778,5814,2401,72,6088,8211,8239,9484,3765,9513,4625,8753,1457,934,9104,9611,492,7388,6875,2846,7808,3528,2072,5284,49,4002,8517,2741,3482,7260,4290,4795,28,3160,4804,173,3285,2080} {17,25,4,2,34,6,15,12,27,22,39,37,19,9,11,16,8,36,35,21,14,18,1,41,32,20,31,30,24,42,40,38,33,26,7,5,28,3,23,0,13,29,10}		203895
	{6743,8618,5190,9852,7217,2049,8693,5252,6722,7113,7869,4654,9969,5838,6520,3191,7960,5660,7550,6186,3040,7999,9053,9018,125,9477,4831,6141,7543,7295,4334,5786,2541,4468,1905,5594,7188,6370,4158,9740,138,7350,7357,9900,8508,5069,3719,888,2001,638} {33,11,41,49,34,21,24,7,46,0,5,36,4,28,10,27,29,43,19,30,38,6,40,31,35,9,42,25,13,39,45,48,16,26,23,32,2,18,44,22,14,8,47,20,3,17,37,1,15,12}		296156
	{5065,8302,8622,8704,2844,2845} {5,3,4,2,1,0}		42070
	{36,3675,555,7694,2325,189,6288,5833,3791,7774,5535,6658,6202,2070,5333,786,8941,9887,4966,4645,2900,1559,8525,8201,6662,595,2010,9419,2551,1967,4528,2846,8827,2835,7552,9197,6962,8575,9711,3878,9720,2525,7088} {4,36,3,18,25,7,17,0,8,10,30,32,28,1,20,31,41,27,33,14,15,29,23,6,5,38,13,34,42,37,39,35,22,40,19,21,16,26,2,9,24,12,11}		224201
	{3184,6999,1805,4612,4113,2024,8292,7113,5094,3986,1329,3134,2886,9202,1453,5486,6684,9616,370,7983,6211,650,2793,7877,5059,1353,2043,985,4309,3034,1015,9820,3806,589,7007,8828,2317,2781,2294,3699,3250,3906,2293,3639,9611,9476,9724,6487,450,2794} {31,32,45,7,13,18,37,17,20,15,49,14,21,47,9,23,27,24,22,1,11,40,26,35,38,43,36,48,39,6,41,33,3,34,10,46,19,8,29,0,44,25,12,30,42,5,28,2,4,16}		241875
	{877,5445,452,2056,3784,1309,5130,8489,6041,6665,8519,6430} {11,3,10,8,9,6,0,4,2,1,7,5}		59663
	{9565,1230,8085,2840,1273,207,9882,5640,1708,6890,9192,7538,1421,7830,5192,2451,9778,6097,2229,2932,2476,7147,5419,2110,5115,9288,929,2442,8211,867} {8,27,28,5,26,7,0,14,16,12,13,6,17,4,22,18,2,10,25,29,21,23,9,1,11,20,24,3,15,19}		151366
	{1,9,9,9,9} {0,2,3,4,1}		50
	{1000,1000,1000,1000,1000,1} {1,2,3,4,0,5}		6006
	{10,10,10,10,1} {1,2,3,0,4}		55
	{1,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000} {0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,1,49,48}		50048
	{1,1000,1000,1000,1000} {0,2,3,4,1}		5005
	{1,1000,1000,1000,1000,1000,1000,1000,1000} {0,2,3,4,5,6,7,8,1}		9009
	{1,5,7,13} {1,2,3,0}		28
	{1,1,1,3,2,1} {0,1,4,5,3,2}		9
	{1,99,100,100,100,100} {0,2,3,4,5,1}		604
	{100,100,100,100,1} {1,2,3,0,4}		505
	{1,100,100,100,100} {0,4,1,2,3}		505
	{1,10,10,10,10} {0,2,3,4,1}		55
