	qgzglsqxyntjkvofwegjzfsdpiucajpgkaeyqcsqteu 		6
	rlksygnlmjyghjlwlrvmfpopkijpdyxsttwipopbuzkdaposfe 		7
	kfxitbtsppvzelpcqyafygwefhnbxlvbktrroldrcfwicllxze 		8
	tlensfbnbutucfygzezfrtdfgepanmrjkooysfnohsujbqugkh 		6
	dnmywfaaiwruzlilgbiaybtdiledgwbyynwaxixvtjbgsivmwt 		10
	sehqcxgckhjbuihrkpqiffvpzslhrlmtzglpsemskthxlqiady 		6
	rzsoombuvcwtxczydqpgznqqnhkubylzspvwbsopucfmpsfnqm 		9
	vzsrpttzrpnvbmxsxlderudrzmtrkprjgopapmmxqhyctdeouf 		4
	bvonublagnfwdutpabtybplbyjsfyphmktksknfaxqetkcphnz 		9
	wxaiuhxwweqmfhbplitafbmrketgbuhxiziktduccmknvwzpnt 		5
	goibuohakixubdzfmxjfvcmvztlgrrsptddpqgruujkptkjocn 		10
	oqkgwjeejkryphryhjpmperhvinwjtyjtajcbsdpyfjdkhntfc 		7
	xbzmdhaabycsdklmampemxbwhtxbkkexqylacaeakuuhhqsbhm 		3
	miuwrtwqulwvsmbeyrtvtkdyodpbttlvmlizgjrsbqtbqerctk 		8
	uxjzyqnfocqulsyzkmdnnivghsamxlatwcnjpmjvsnuvutehje 		5
	gqsstjukyaxhrjdieddbocfzmhjtvnejkgqtfajwpoepdsoatv 		10
	wiagbotxzkxtnybgpqfgcasuhpjyzhjastspsfbulwqslzpjgm 		6
	hhjkmyshucbsjcwrgjtuiqtfzesttiozihknniwibhyrdjxpqq 		11
	pjwkmvurnjtgoggscxgxnfrvsynsjswowgerhspgeoldlohymq 		7
	avypnpbejmosoymuatjzplygnjnyqelawbuhwbtzffxkvauadc 		12
	eoliamiiowizghyrluqycfnuebfrkzvmuvzyyvtfwrtrstupxh 		13
	zzzzz 		5
	gmezsyfytjxyefasinzxyfdktwszdahqszixzbdeoadtrddasd 		9
	rri 		1
	zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz 		49
	gabzhijk 		5
	abcdefghijabcdefghijabcdefghijabcdefghijabcdefghij 		14
	aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa 		50
	ahahahdjflahahahdjflahahahdjflahahahdjflahahahdjfl 		13
	abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde 		12
	fdgsgfhasyufbdsjcvdshbuifsdhbfhsdbfhsfsfdsbvfhgsfh 		8
	rubenjosesue 		4
	qowiuerjsadhjasgdbmncbvjsafgwiueryweirqpefasdj 		7
	ardebaoncadencedipingeerrorfghijklmnopqrstuvwxyouz 		28
