	{-3,3,-1,3,-3,-2,-2,-2,-2,-1,-2,-3,-1,-3,2,2,-1,-1,-3,-3,-2,-1,-1,2,1,-1,2,1,-3,3,1,2,3,-1,1,2,3,-2,1,3,-2,-1,2,-1,-2,2,-3,1,2,-2} {-3,3,-1,3,-3,-2,-2,-2,-2,-1,-2,-3,-1,-3,2,2,-1,-1,-3,-3,-2,-1,-1,2,1,-1,2,1,-3,3,1,2,3,-1,1,2,3,-2,1,3,-2,-1,2,-1,-2,2,-3,1,2,-2} 		BBWBBWWWWWWBWBWWWWBBWWWWWWWWBBWWBWWWBWWBWWWWWWBWWW 		 	
	{1,1,3,2,3,2,0,1,0,2,2,-1,2,-2,0,0,0,-3,0,2,-3,1,0,-2,-3,0,0,2,2,2,-3,-3,-2,1,3,0,0,-3,0,2,0,2,0,-3,-2,3,2,3,-1,1} {1,0,-1,0,0,0,-2,0,2,2,-3,-1,2,0,2,-3,2,-3,-2,2,-3,1,1,-2,0,-2,1,-1,-3,1,0,0,0,-1,0,-1,3,-1,3,0,-1,0,-3,-2,0,3,2,3,-1,0} 		WBWWBWWBWWWWWWWBWBWWBWBWBWBWWWBBWWBBBWBWBWBWWBWBWB 		 	
	{-4,5,5,-9,-2,1,-1,-3,-10,3,-2,5,-1,5,0,-6,4,10,-5,1,6,8,7,0,-5,4,-1,1,-5,5,1,4,8,7,7,-9,-2,-9,7,7,4,-4,-3,5,6,4,0,8,-10,8} {5,2,1,-4,9,1,2,8,1,-9,-10,-8,-2,4,9,6,2,6,7,-9,-4,-5,-3,8,10,6,-1,2,7,3,3,-4,6,0,5,1,-10,10,0,6,-4,4,5,-5,4,4,10,-7,-1,8} 		WWWWWWWWWWWWWWWWWWWWWWWBWWWWWWWBWBWWWWBWBBWBWBBWWW 		 	
	{6,4,-6,-8,4,-2,3,-5,6,4,-8,7,10,3,5,-9,-1,-9,5,8,10,-9,7,10,-10,8,-9,-5,5,4,5,-3,-4,-3,-9,1,10,-2,-4,1,-10,7,2,7,5,6,5,3,5,10} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BBBBBWBBBBBBBBBWBWBBBWBBBBWBBBBBBBWBBWBBBBWBBBBBBB 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {3,-7,1,5,6,-4,-2,-3,7,-7,1,-5,6,4,-4,10,2,4,-9,3,-3,-4,3,-8,-3,-9,2,6,-10,1,3,3,7,5,-3,6,-9,8,-10,3,4,6,7,1,2,8,4,9,6,9} 		BBBBBBWBBBBBBBBBWBWBBBBBBWWBBBBBBBBBWBBBBBBBWBBWBW 		 	
	{-4,-5,-5,4,-6,-2,-8,-8,6,8,-1,-9,-3,-7,-5,9,10,2,7,2,2,5,-2,3,-6,-7,7,8,-6,6,-1,7,-5,-10,-10,-6,4,-2,-8,-10,-9,-8,9,9,-2,1,-3,-7,-5,-1} {-4,-5,-5,4,-6,-2,-8,-8,6,8,-1,-9,-3,-7,-5,9,10,2,7,2,2,5,-2,3,-6,-7,7,8,-6,6,-1,7,-5,-10,-10,-6,4,-2,-8,-10,-9,-8,9,9,-2,1,-3,-7,-5,-1} 		BBBBWWWWWWWBBBBBWWBWWBWBWBBWWWWBBWWWBWWWBWBBWWBBBW 		 	
	{-8,-10,-1,3,0,10,-2,5,0,5,5,8,1,7,1,0,0,0,4,-2,8,5,4,0,6,4,-6,8,-7,2,-7,6,7,6,5,-5,-5,-4,1,-5,10,-5,2,9,0,3,-10,-6,10,-8} {0,7,-1,3,-6,0,-2,5,-1,-3,0,8,-10,0,-6,-10,-2,-8,4,-2,8,-1,5,7,6,0,0,-5,-7,0,-2,6,7,8,3,0,-5,1,0,-5,8,-9,2,10,-9,3,0,0,2,0} 		BWWBBBWBBWBWWBWBWBBWWWWBWBBWBWWWBWWBBWBBWWWWWBBBWB 		 	
	{-17,20,-2,20,-29,-5,0,18,23,-24,-14,7,-1,-7,-21,21,22,10,-3,25,24,-26,11,7,8,7,-18,-24,21,-12,29,-4,-10,7,-20,-26,23,20,19,17,-8,-21,23,26,24,26,-1,11,-13,-19} {-20,3,-16,5,-2,-15,-2,-30,-12,-11,-23,-7,19,-13,-3,10,-24,-2,10,-7,12,-6,-4,5,-6,3,16,-5,-14,-25,10,13,-13,-17,20,-2,-29,-21,-16,0,8,9,-26,-23,-21,12,23,15,-26,26} 		WWWWWWWWWWWBWWWWWWWWWWWWWWWWWWWWWWWWWWWBWWWWWWWWWW 		 	
	{-23,-16,-24,11,-30,8,3,5,2,-4,16,-20,27,2,9,-8,7,26,-26,-12,-1,-27,19,5,-25,-3,-18,-20,21,7,-25,22,-5,13,4,26,7,-22,16,30,17,-6,-13,-3,-29,23,8,-9,2,27} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BBBBBBBBWBBBWWWBBBBWBWBBBBBBWBBBBBBBBBBBBBBBBBBWWW 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {-21,23,-6,-15,-5,-17,-5,3,-6,19,-24,11,-16,-8,-9,-8,1,-10,-7,-15,-4,8,-16,4,-21,-6,-15,-4,4,-23,7,-9,19,-16,-27,11,-27,-26,-14,-26,3,-8,21,16,-22,-4,6,9,-20,-23} 		WBBWBBBBBBBBBBWBBBBWBBBBWBWBBBBWBBWBWBBBBBWBBBBWBB 		 	
	{-11,-22,-8,-14,-12,-10,-13,3,3,13,1,5,-22,27,-18,-29,-2,-30,-10,-9,-27,20,-22,2,-23,-1,21,-26,-24,13,26,3,-13,-3,25,-24,-8,10,-13,27,-4,1,11,2,-22,-22,9,-10,-22,20} {-11,-22,-8,-14,-12,-10,-13,3,3,13,1,5,-22,27,-18,-29,-2,-30,-10,-9,-27,20,-22,2,-23,-1,21,-26,-24,13,26,3,-13,-3,25,-24,-8,10,-13,27,-4,1,11,2,-22,-22,9,-10,-22,20} 		BWWWWWBBBBWBWBBBWBWBBWWWBWBWBBWBBBBBWWBBBWBWWWBWWW 		 	
	{0,23,3,0,-6,7,20,15,11,7,7,-8,16,-19,1,0,-23,11,-8,17,14,0,-30,-6,15,4,-9,28,0,0,0,4,28,27,-17,-17,-3,0,0,-17,-13,0,-10,-22,-5,14,0,-23,12,-30} {29,0,3,15,6,0,-12,15,0,7,-22,-8,-19,-19,1,-30,0,0,-13,-1,14,-7,0,0,0,11,20,0,23,-28,20,-13,0,0,-17,-17,-12,-9,4,-1,20,3,1,0,-5,14,13,-23,0,2} 		BBBWWBWBBBWWWBWBBBWWWBBBWWWBBBBWBWBBWWBWWBWBBWBBWW 		 	
	{-71,17,-24,-84,-71,-50,-52,53,-78,-93,-35,88,-66,-9,37,23,-34,-81,-94,-85,-87,-99,-4,96,-20,-80,33,13,-57,-56,-7,-60,-45,-100,0,-13,-45,93,-16,27,-31,9,39,63,-3,57,56,96,-7,26} {93,24,-10,44,48,-5,67,74,-80,-70,20,67,-4,56,-25,-13,4,29,-63,85,18,-47,-82,11,-83,13,22,-6,-7,-95,29,-14,-28,13,87,60,-77,100,24,-1,90,30,17,64,22,93,-1,-30,-43,-25} 		WWWWWWWWWWWWWWWWWWWBWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-86,-42,-62,-83,62,95,-65,21,41,23,53,98,79,-19,99,-76,-27,-36,-91,-100,-59,71,88,12,-95,-54,-28,-23,-72,-50,-29,-98,-77,29,-89,71,15,82,21,35,46,-72,53,76,-89,21,42,-69,61,-57} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BBBBBBBWBBBBBBWBWBBBBBBWBWBBWBBBBBBBWBWBBWBBBWBWBW 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {-72,-45,-58,99,-1,-42,-29,-61,-93,2,-41,32,-36,-68,3,-24,1,63,-3,-87,-69,-59,96,-11,-94,62,-14,-53,55,-13,17,88,-38,7,96,-98,-97,87,18,58,57,31,-75,64,41,-31,-16,12,98,37} 		WWBWBBBBWWBBBBBBBWBWWBBBBBBBBBBBBBBBBWBBWBWBBBBWBB 		 	
	{-37,21,-37,61,-43,97,-60,-44,13,-50,88,-56,13,73,36,88,39,-98,-18,-60,-61,12,-49,84,-61,-61,11,55,14,74,-97,9,21,93,-76,54,-74,-36,77,63,11,-47,54,18,76,20,1,-24,-64,87} {-37,21,-37,61,-43,97,-60,-44,13,-50,88,-56,13,73,36,88,39,-98,-18,-60,-61,12,-49,84,-61,-61,11,55,14,74,-97,9,21,93,-76,54,-74,-36,77,63,11,-47,54,18,76,20,1,-24,-64,87} 		BBBBBBWWBWWWBBWWBWBWBWBWBBBBWWBBBBWBWWBBBBBBWWWBWB 		 	
	{62,-90,28,0,-21,0,-45,76,0,48,1,8,80,-80,99,49,-12,-97,0,-7,99,0,0,0,19,0,-87,-70,29,0,-85,50,51,24,-5,54,-89,47,82,-38,-94,64,0,-8,96,0,-92,-82,65,0} {-37,-90,28,-63,-21,88,10,-41,41,48,0,0,0,-80,0,0,0,0,69,0,99,-81,50,73,71,10,-87,-70,29,-13,0,0,51,0,0,0,-89,47,82,-63,0,-7,-24,0,80,22,-92,-3,0,54} 		WBWWBBWWBWBBBWWBWBWBBWBBWBBWBBBBBBBWBBWWBWBBWBWWBW 		 	
	{-287,124,-78,-120,-115,178,-52,-4,-270,-77,-64,-257,-73,143,122,-205,290,-26,298,157,-162,-180,-266,-187,126,-214,213,186,212,114,82,-81,-152,31,158,-76,38,172,-275,139,6,-298,153,-167,-170,208,62,-45,-240,-73} {38,294,29,-140,192,-55,49,-249,107,243,145,-120,-123,205,-89,148,217,-47,54,226,187,-12,-64,93,-25,-297,30,-1,-199,211,-117,31,285,-284,157,8,-90,18,234,6,76,253,119,197,-110,61,-69,79,-132,187} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-300,-198,125,67,-164,-180,-47,-190,92,-30,-197,-226,11,161,289,157,-290,-189,-72,-251,95,-14,-226,79,271,62,-163,-115,-98,-60,269,-218,112,-74,105,296,-199,-5,137,-44,24,29,-256,-61,-174,273,260,-291,221,-204} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BWBBBBBBBBBBBBBBBWWBBBBBBBBBBBBBBBWBBBBBBBBBBWBWBB 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {174,-100,-286,230,233,-13,-141,-39,246,-284,-294,-222,-97,-296,246,216,-55,-49,-234,-87,61,-50,-10,14,146,207,-73,-255,-182,199,-205,-288,-224,-122,269,85,-186,102,-206,123,95,122,2,-207,46,-242,-194,-299,264,65} 		BBBBBBWWBBBBBBBBBBWWBBBBBWBWBBBBBBBBBBBWBBWWBBBBBB 		 	
	{-159,-188,32,165,-243,-287,145,-258,168,-225,88,232,-242,-2,21,146,81,-145,91,-296,2,160,5,114,291,225,126,20,-150,-118,71,165,-92,105,-226,254,-76,216,-163,130,-273,289,11,-285,20,-182,-12,-162,159,4} {-159,-188,32,165,-243,-287,145,-258,168,-225,88,232,-242,-2,21,146,81,-145,91,-296,2,160,5,114,291,225,126,20,-150,-118,71,165,-92,105,-226,254,-76,216,-163,130,-273,289,11,-285,20,-182,-12,-162,159,4} 		BWWBBBBBWBWWWWBWBBBWWWBBBBBWBWBBWBWWWWBWBBBBWWWBBB 		 	
	{-183,-266,20,35,-102,0,82,261,-163,-103,261,0,-128,-211,0,154,-231,67,-220,0,-131,-70,-265,0,0,0,-19,24,1,-206,0,199,0,0,-282,216,252,192,-245,-175,101,263,0,-261,-156,-151,0,102,-213,284} {-183,-109,0,0,0,-80,0,0,0,-103,261,146,0,0,-238,-214,194,0,-220,25,24,-70,80,-176,258,-204,0,0,1,0,297,199,-280,-200,0,0,-89,0,0,-175,101,165,-242,0,0,0,-35,102,-213,284} 		BWBBBBBWBBBBBBBWWBWBWWWBBBBBWBWBBBBBWBBBBWBWBBBBBW 		 	
	{547,-156,-743,836,-380,313,401,-92,-877,880,-29,-243,-412,345,147,-145,747,-839,21,-62,-694,554,61,-774,821,-635,729,871,-670,-459,564,-724,687,-95,-323,200,-650,-221,709,-385,-412,643,763,-806,-192,231,421,-634,-503,858} {879,-102,-367,201,411,529,905,947,114,177,-600,629,938,-909,659,635,-418,51,799,-595,-529,-31,433,512,-254,24,300,38,508,477,-458,-219,-172,221,26,423,295,88,-949,-577,-873,96,-971,-25,-561,667,-657,-825,-723,192} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{677,712,158,-425,-688,-471,-806,-201,314,-508,-955,892,-808,-719,-896,-831,-721,-104,-278,141,834,-14,-457,-205,692,513,557,-517,531,850,-652,138,372,-73,87,-449,734,-854,-78,-1000,-191,-179,-588,-750,-370,-646,698,923,664,-359} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BBBBBWBWBBBBBBBWBBBWBBBBBWBBWBBBBBWBBBBBBBBBBBBBBB 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {40,-820,201,-787,-858,304,32,-705,-834,-799,-638,-918,578,886,-906,42,-936,-535,-545,-820,-175,218,268,384,-1,-970,866,62,976,-512,-430,-248,6,-608,-703,853,670,-396,985,104,257,549,-968,-360,831,-701,-663,-398,157,775} 		BBWBBBBWBBBWBBBBBBBBBBBBBBBBBBBBBBBBBBBBBWBBWBWBBB 		 	
	{942,563,650,131,-130,-312,-324,189,454,672,107,-792,-700,-432,828,-534,116,763,334,561,328,-799,-620,99,-214,-829,473,11,-701,-152,-439,-878,287,177,-631,641,-594,194,858,-642,910,264,493,432,-847,-825,53,-902,-677,338} {942,563,650,131,-130,-312,-324,189,454,672,107,-792,-700,-432,828,-534,116,763,334,561,328,-799,-620,99,-214,-829,473,11,-701,-152,-439,-878,287,177,-631,641,-594,194,858,-642,910,264,493,432,-847,-825,53,-902,-677,338} 		BBWBWWBBWWBWWWBBWBWBWBWBWBBBBWBWBBBBBWBBWWBWBBBWBW 		 	
	{-111,41,278,72,0,-642,917,222,-499,-166,-233,0,828,-52,296,-231,581,115,-732,0,733,-618,0,400,-865,31,-245,139,346,-384,0,-951,21,946,-524,459,174,547,947,-365,-597,785,0,-379,-152,0,-879,-488,0,-444} {-111,-871,749,72,-378,-642,700,222,0,-166,-233,-931,828,-52,0,0,329,0,0,-989,413,-618,28,0,264,-545,0,139,0,246,455,0,21,946,-524,0,174,547,0,0,-335,785,-929,-379,0,-817,-879,-371,-481,-444} 		BWWWWBWBBWBBBWBWWBBBWBBBWWBBBWBWBWWWBBBBWBBBBBBWBW 		 	
	{420,1168,-1877,-1961,1264,-135,1992,860,-1302,393,1654,-84,1187,510,-2,-1758,1289,-1630,-1678,-617,-1467,-1012,1386,-1927,-568,1345,-194,-250,-1284,1132,942,1285,-1944,-1574,-683,-1037,1911,-1563,-465,1602,1056,-1999,-258,-1677,1589,-1307,208,479,1697,1599} {1583,-1616,1677,712,-222,788,-1752,-543,-1630,1291,1927,244,1145,-18,922,-407,-1290,1440,892,198,216,888,1913,347,-1529,-606,-1168,-1796,-1230,248,-339,-147,-1741,237,-1006,182,19,-1174,-1528,-228,1731,1265,329,-1661,-427,1161,-710,-1476,1278,493} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-1252,782,1604,-1765,1915,390,193,-1608,-569,-473,838,674,1098,843,1110,1308,482,-1096,1193,-578,-557,-1112,136,-1740,-1600,-1548,-1980,-1742,135,1231,-989,-1330,-1227,-1787,-163,-1741,-15,-389,163,-717,-1859,-1594,-156,289,794,-161,-1041,1860,1737,-1924} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		BBBBBBBBBBBBWWBBBBBBBBBBBBBBWBBBWBBBWBBWBBBBBBWBWB 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {1686,-28,-301,-903,1836,1933,49,-1363,1428,437,-1636,-374,620,-1940,1629,-58,-1297,-566,175,1395,-1724,761,350,1942,-1307,872,61,-5,-863,868,-855,1364,-50,1791,81,-1732,-500,456,98,664,33,150,998,15,1693,-678,-1290,-962,1789,1984} 		BBBWWBBBBBBBBBWBBBBWBBBBBBBBBBWBBWWBBBBBWBBWBBBBBB 		 	
	{1785,1991,-537,-237,1774,1505,25,188,-35,1579,-1367,-1606,1764,-521,-381,-936,-792,819,937,1546,975,-621,1987,-1991,1215,-1069,-1653,1499,-1377,-367,1033,-33,-115,1841,393,-1975,-1546,-1747,1224,639,-372,-36,-271,-1694,-248,799,-132,287,1960,1064} {1785,1991,-537,-237,1774,1505,25,188,-35,1579,-1367,-1606,1764,-521,-381,-936,-792,819,937,1546,975,-621,1987,-1991,1215,-1069,-1653,1499,-1377,-367,1033,-33,-115,1841,393,-1975,-1546,-1747,1224,639,-372,-36,-271,-1694,-248,799,-132,287,1960,1064} 		BBBBWBBWBBBWBBBWWBBWBBBBBBBBBBBBBBBBWBWBWWBWWBWBWW 		 	
	{1434,0,1616,-222,-1149,-1109,0,0,739,635,1102,0,109,1555,0,0,0,0,1811,1472,1873,0,-22,0,0,-1208,917,0,0,-366,330,1616,0,789,615,0,925,-1293,0,0,-319,1628,-1244,0,-1853,1757,582,0,579,0} {-1537,-583,0,-1421,-1149,-1109,1430,-1039,920,0,-1368,-1439,0,0,-1033,597,-1947,-1006,0,-1792,604,-664,-552,-1772,-1619,-1208,0,92,1704,0,0,587,-1726,-150,-835,903,925,-1293,-1838,924,155,678,654,1483,-1853,1050,0,-1019,579,467} 		WBBWBBBBWBWBBBBWWBBWWBWBBWBBBBBWBWWWBBBBWWWBBWBBBB 		 	
	{-1504,-1318,1505,-3088,-1048,891,555,3091,722,3620,-1483,-2311,-2029,2867,3484,452,3880,-574,596,-1238,579,-1600,2928,-3450,3241,-534,-15,18,-1954,2755,640,2777,342,-3633,-3021,-459,2857,2909,1450,1114,-906,-1998,365,-1008,1920,1975,3815,-1062,-1593,-2417} {3727,3813,-2627,589,1329,1843,-1201,1009,3708,2761,-3859,2597,-1759,-3266,1849,-1717,-1774,3271,1538,2839,2105,-3005,2792,-1379,3733,-2329,-992,3823,2965,2346,2532,-1758,-3824,-1678,-3044,-2800,-3949,-884,3783,-1723,3168,-1872,-3843,-3028,-3180,360,-2413,-2112,-3931,2497} 		WWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW 		 	
	{-2475,2689,-2094,-2996,1472,-3446,-2777,-547,-2162,1601,2400,2874,1509,-3183,514,724,1629,-3931,-3293,-3422,3197,-2421,-1426,-1044,1755,-1224,111,2237,-1447,2984,609,-503,3235,3610,3075,-2009,-3382,2414,-3562,2090,1699,2035,2148,761,-2609,1484,2905,-2902,-1916,-3334} {0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} 		WBBBBBBBBBBBWWBBWBBBBWBBWBWBBBWBBBWBBBBBBBBBBBBBBB 		 	
	{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0} {-1229,3751,2056,1017,3221,2607,3067,341,-1866,-3105,24,-341,-2192,2383,-3906,188,-2066,3217,2965,1703,-303,-489,3268,-2062,-3118,3426,3588,2943,-1769,2251,612,-294,-3886,3924,1114,-666,-287,492,-2518,1589,-2588,325,3193,-1541,-2254,-3467,-2372,-2799,2145,-159} 		BBBWBWBBBWBBBBWBBBBBWWBBBBBWBBBBBBBWBBBBBBBBBBBWWW 		 	
