{62,77,19,23,40,21,34,6,66,24,44,71,73,64,76,55,14,27,1,61,42,7,20,5,26,16,63,65,37,17,74} 	{1,5,6,7,14,16,17,19,20,21,23,24,26,27,34,37,40,42,44,61,66,74,76,77} 	
{11,35,4,43,26,10,64,57,22,15,7,30,67,9,12,38,33,19,36,63,18,8,65,5,41,39,32,3,34,75,51,50,17,42} 	{3,4,5,7,8,9,10,11,12,15,17,18,19,22,26,30,32,33,34,35,36,38,39,41,42,43,50,63,75} 	
{60,6,28,10,15,41,49,30,54,40,36,73,17,8,53,26,47,1,27,19,61,55,76,25,59,38,32,63,67,74,21,24} 	{1,6,8,10,15,17,19,21,24,25,26,27,28,30,32,36,38,40,41,47,49,53,54,63,67} 	
{35,64,2,9,34,8,11,70,62,44,24,40,27,48,16,57,49,32,67,42,54,41,15,39,75,36,55,59,76,68,51,1,58,5} 	{1,2,5,8,9,11,15,16,24,27,32,34,35,36,39,40,41,42,44,48,49,51,54,55,59} 	
{46,36,50,74,21,6,63,26,41,59,65,2,35,60,77,5,64,44,31,11,8,68,47,76,56,18,9,73,33,22,48,49} 	{2,5,6,8,9,11,18,21,22,26,31,33,35,36,41,44,46,47,48,49,50,56,59,74} 	
{45,49,55,67,71,43,29,74,38,41,60,21,59,16,27,69,31,75,15,44,39,12,25,58,23,36,20,26,10,47,66,48,76} 	{10,12,15,16,20,21,23,25,26,27,29,31,36,38,39,41,43,44,45,47,48,66,75} 	
{16,71,37,25,41,62,30,5,43,20,4,32,42,69,52,27,46,66,53,75,74,6,56,50,1,15,60,67,73,34,7,64,19,51} 	{1,4,5,6,7,15,16,19,20,25,27,30,32,34,37,41,42,43,46,50,60,69,73,75} 	
{1,11,8,25,24,10,28,5,31,15,20,3,36,35,18,13,9,34,22,29,7,23,14,33,19,6,2,17,26,16,30,4,21,32} 	{1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,24,25,26,34,35,36} 	
{24,22,20,3,23,14,18,7,15,26,21,12,29,8,13,27,2,1,5,10,28,11,6,19,16,30,25,9,4,17} 	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,28,29,30} 	
{16,12,23,20,14,13,10,11,26,1,27,24,15,6,8,2,21,19,7,17,4,22,3,5,9,25,18} 	{1,2,3,4,5,6,7,8,9,10,22} 	
{9,20,23,21,8,6,12,4,17,14,18,2,7,16,5,13,1,22,15,19,3,11,10} 	{1,2,3,4,5,6,7,8,9,10,22} 	
{3,4,20,19,5,12,18,14,9,22,24,16,25,6,23,15,7,11,2,10,8,13,1,21,17} 	{1,2,3,4,5,6,7,8,9,10,22} 	
{137399504,111382064,531558886,665519827,112257950,150719316,346320068,230882602,148310835,447812596,650288361,329965181,161550745,121225052,195990057,581787720,139543355,627058461,629466942,656552725,275026758,676040102,101737675,616227032,666034540,149002050,640378273,666395713,546895175,628775727,127489416,111743237,502751019,431457709} 	{101737675,676040102} 	
{201190239,634409719,630617807,424263961,147159970,374900356,371406802,491406347,87904743,590387000,286371430,562052779,402877421,78493915,101265960,269716629,689873034,143368058,466225280,406370975,508061148,215724998,493406434,449834792,353513816,525140618,699283862,676511817,576587538,425096255,311552497,187390777,327942985,352681522} 	{78493915,699283862} 	
{426753996,159992724,483014109,221763282,381921508,306415942,643414130,515593817,262183960,175514493,134363647,137322433,685248090,351023781,640455344,294763668,672152532,155478194,650304801,471361835,352088164,98970862,105625245,92529687,627183157,602263284,622299583,617785053,395856269,150594620,374451317,403326460,127472976,556014495} 	{92529687,685248090} 	
{716021547,880440289,920993966,964465157,637486946,226833474,517009348,131137660,230771479,292650254,928314415,319465712,705839685,279142477,568910546,480925976,813461339,706616000,71304953,453708371,573987391,374533801,565980234,642202521,774632499,364031515,826819352,855809013,237374770,997027966,553358787,747051409,970775292,591720206} 	{131137660,279142477,292650254,374533801,480925976,517009348,553358787,591720206,642202521,706616000,716021547,747051409,774632499,970775292} 	
{400557943,254993947,735595557,386258762,198473737,686806856,353137223,217068186,721594901,763718295,400891786,985824630,716011721,65780252,120530167,247818140,999826732,169539740,907943398,636390204,279059084,7299639,232684476,766092010,217991560,987150889,406209029,399874092,431421752,886374166,782905177,444405381,799403818,196894629} 	{7299639,120530167,169539740,217068186,247818140,279059084,386258762,400557943,400891786,406209029,766092010,782905177,799403818,886374166,907943398,999826732} 	
{845557191,401253890,16857220,51602514,558222719,268415274,867358317,207315937,25024735,685896701,57881282,377877766,865375880,733237768,870471836,783344305,653226942,523020691,824715539,796884921,10871533,136273152,873511509,250558839,748572588,689419179,298070892,772372931,733055052,305566870,638977493,713838033,563844887,2994219} 	{2994219,10871533,16857220,57881282,207315937,298070892,305566870,401253890,558222719,563844887,653226942,685896701,713838033,733237768,824715539,870471836,873511509} 	
{248946560,116220012,980744257,131947156,229406572,571582355,842428533,872420605,972709466,71731819,707232241,15250586,202522786,855555437,285964790,329806699,87490684,822796147,256696427,876085435,328934139,398496404,913218394,160128630,609514231,581767841,243895292,368523106,353970499,508691868,14238708,201625598} 	{14238708,71731819,131947156,201625598,243895292,248946560,256696427,328934139,353970499,398496404,571582355,581767841,822796147,842428533,855555437,872420605,980744257} 	
{621943082,204953658,668648981,167054999,924314769,786277568,818391316,28293529,867820952,821830216,184354760,337932466,663180351,440657351,714833772,55912911,652601788,287837062,895811566,907425986,447605561,440249188,331610046,635022702,711496937,233226301,327543874,628294889,705834824,869967983,452533396,6025749,784648771,449520255} 	{6025749,55912911,184354760,204953658,233226301,287837062,440657351,447605561,449520255,635022702,652601788,705834824,786277568,867820952,895811566,924314769} 	
{924692210,24548503,548947838,571018569,691848041,844313243,787506078,539616121,385975436,962493078,801634547,968291771,878200187,138927467,141110444,94853047,856910767,6153919,65908366,124123801,920521471,949748605,674037628,208377196,678696337,25703053,909108361,477768118,321652138,621797532,189509352,719777946,216412905,161589673} 	{6153919,24548503,25703053,65908366,138927467,141110444,208377196,216412905,539616121,548947838,674037628,691848041,844313243,856910767,920521471,924692210,949748605} 	
{185384895,867838673,906987351,315993420,971959129,945771850,344290876,829973549,888267660,310901430,421771288,202476923,595248314,679485926,99639808,964296954,197274131,649653190,718658343,736398675,11034264,921655172,429513853,147328078,140472472,839305534,742118545,584953840,252240586,292401180,947035046,196863755,388112461,717614375} 	{11034264,147328078,185384895,196863755,252240586,315993420,344290876,388112461,421771288,429513853,679485926,736398675,829973549,921655172,945771850,971959129} 	
{222221034,222221846,222221132,222221427,222220986,222221333,222220846,222220616,222221909,222222095,222220315,222220027,222220552,222220762,222220258,36712,222221432,222221418,222221924,222221606,222221436,222220527,222222096,222221048,222220257,222221920,222220518,222220651,222221287,222221808,222221554,222220803,222222027,222220437} 	{} 	
{246913515,246913579,246913518,246913570,246913541,246913559,246913525,246913578,246913598,246913591,246913599,246913562,246914184,246913529,246913507,246913508,246913544,246913566,246913503,246913572,246913571,246913569,246913555,246913580,246913585,246913527,246913584,246913536,246913531,246913535,246913513,246913553,246913558,246913549} 	{246913503,246913507,246913508,246913513,246913515,246913518,246913525,246913527,246913529,246913531,246913549,246913578,246913584,246913585,246913591,246913598,246913599,246914184} 	
{77777,44,444,4444,777,4,44444444,7,444444,777777777,4444444,77,444444444,777777,7777,44444,7777777,77777777} 	{777777777} 	
{7,44444444,654280582,77777,77,777,275830928,7777,444,44444,251102836,197662178,4444,720327989,777205403,777777777,444444444,654975394,327580982,242542772,4,777777,198024706,4444444,325428440,769476998,651103251,7777777,444444,642097547,324720256,77777777,325019805,44} 	{4,7,77,777,4444,7777,44444444,77777777,198024706,242542772,251102836,651103251,654975394,769476998,777205403,777777777} 	
{227232276,78064549,131137660,279142477,453708371,292650254,226833474,190704326,928314415,307723047,100962061,573987391,591720206,502799180,813461339,826819352,920993966,480925976,374533801,272030472,517009348,46734655,642202521,706616000,620882056,790003335,855809013,747051409,237374770,354305010,364031515,565980234,637486946,553358787} 	{46734655,78064549,100962061,131137660,227232276,307723047,354305010,374533801,453708371,480925976,517009348,565980234,620882056,813461339,855809013,920993966,928314415} 	
{735595557,65780252,200795445,715682440,732146279,169539740,529873829,26171128,444405381,721594901,431421752,258315648,914275769,686806856,635900784,449710885,511347711,254993947,838022208,384342584,196894629,856712731,487609157,198473737,279059084,825519278,568694217,217991560,590355160,228432994,782905177,987150889,679400175,716011721} 	{26171128,65780252,169539740,196894629,217991560,254993947,279059084,384342584,444405381,511347711,529873829,679400175,686806856,735595557,782905177,825519278,987150889} 	
{268733994,969251556,368922573,195547127,231002438,983605498,192329851,720328676,853599542,47297876,798416998,927248422,977370856,792471923,724760128,165747349,81042506,803597608,681076702,668923253,163771937,446953188,720124594,710524277,882732264,908799399,668966233,953600177,149269180,897555886,408511835,873778353,909195658,998694339} 	{47297876,81042506,163771937,268733994,668923253,681076702,720124594,720328676,792471923,798416998,882732264,969251556,983605498} 	
{27777728,27777735,27777737,27777739,27777742,27777745,27777756,27777759,27777760,27777763,27777766,27777767,27777769,27777770,27777775,27777777,27777781,27777784,27777786,27777788,27777789,27777794,27777795,27777799,27777803,27777809,27777810,27777811,27777814,27777817,27777818,27777819,27777822,27777826} 	{27777728,27777735,27777737,27777739,27777742,27777745,27777756,27777759,27777760,27777763,27777766,27777767,27777769,27777770,27777775,27777777,27777781,27777784,27777786,27777803,27777809,27777810,27777814,27777817,27777818,27777819,27777822,27777826} 	
{34187987,34187988,34187992,34187994,34187995,34187996,34187997,34187998,34187999,34188000,34188001,34188003,34188013,34188014,34188015,34188021,34188030,34188032,34188035,34188036,34188038,34188042,34188050,34188051,34188053,34188054,34188058,34188059,34188065,34188067,34188072,34188074,34188079,34188081} 	{34187987,34187988,34187992,34187994,34187995,34187996,34188054,34188065,34188067,34188072,34188074,34188079,34188081} 	
{74074025,74074026,74074029,74074031,74074040,74074041,74074043,74074045,74074047,74074053,74074056,74074058,74074059,74074062,74074063,74074072,74074074,74074077,74074082,74074084,74074086,74074093,74074094,74074098,74074099,74074103,74074104,74074106,74074114,74074115,74074118,74074119,74074120,74074123} 	{74074025,74074026,74074031,74074119,74074120,74074123} 	
{34187986,34187990,34187992,34187993,34188000,34188001,34188007,34188012,34188017,34188023,34188028,34188029,34188036,34188038,34188047,34188048,34188051,34188054,34188055,34188056,34188058,34188059,34188060,34188063,34188065,34188068,34188069,34188070,34188072,34188074,34188075,34188077,34188080,34188083} 	{34187986,34187990,34187992,34187993,34188000,34188001,34188023,34188070,34188074,34188075,34188077,34188080,34188083} 	
{26143743,26143744,26143746,26143747,26143754,26143757,26143762,26143763,26143766,26143767,26143768,26143770,26143775,26143776,26143783,26143784,26143785,26143787,26143796,26143798,26143801,26143802,26143803,26143804,26143811,26143812,26143816,26143820,26143821,26143824,26143826,26143830,26143833,26143834} 	{26143743,26143744,26143746,26143747,26143754,26143757,26143762,26143775,26143812,26143816,26143820,26143821,26143824,26143826,26143830,26143833,26143834} 	
{40403992,40403995,40403997,40403999,40404006,40404007,40404009,40404010,40404011,40404012,40404013,40404017,40404025,40404027,40404030,40404038,40404039,40404040,40404041,40404043,40404048,40404050,40404051,40404056,40404057,40404060,40404063,40404064,40404069,40404072,40404073,40404081,40404086,40404087} 	{40403992,40403995,40403997,40403999,40404006,40404056,40404072,40404073,40404081,40404086,40404087} 	
{31745981,31745982,31745991,31745992,31745997,31745998,31746002,31746007,31746008,31746009,31746010,31746012,31746015,31746020,31746028,31746029,31746032,31746038,31746041,31746044,31746045,31746049,31746051,31746054,31746055,31746057,31746060,31746063,31746064,31746068,31746071,31746072,31746075,31746080} 	{31745981,31745982,31745991,31745992,31745997,31745998,31746010,31746063,31746064,31746068,31746071,31746072,31746075,31746080} 	
{37036987,37036992,37036995,37036997,37037001,37037008,37037011,37037016,37037022,37037024,37037027,37037028,37037029,37037030,37037033,37037036,37037037,37037038,37037042,37037043,37037045,37037046,37037050,37037054,37037056,37037057,37037062,37037065,37037067,37037071,37037073,37037077,37037083,37037084} 	{37036987,37036992,37036995,37036997,37037001,37037008,37037011,37037016,37037022,37037024,37037029,37037056,37037057,37037062,37037065,37037067,37037071,37037073,37037077,37037083,37037084} 	
{24691310,24691313,24691318,24691320,24691321,24691324,24691326,24691331,24691332,24691340,24691341,24691344,24691346,24691352,24691356,24691359,24691360,24691361,24691362,24691363,24691364,24691365,24691368,24691375,24691376,24691380,24691383,24691386,24691390,24691392,24691399,24691403,24691405,24691406} 	{24691310,24691313,24691318,24691320,24691321,24691324,24691326,24691331,24691341,24691376,24691383,24691386,24691390,24691392,24691399,24691403,24691405,24691406} 	
{24691310,24691313,24691314,24691320,24691324,24691329,24691330,24691331,24691333,24691338,24691340,24691342,24691344,24691345,24691350,24691353,24691354,24691359,24691360,24691362,24691363,24691366,24691369,24691375,24691376,24691378,24691380,24691388,24691390,24691393,24691394,24691395,24691398,24691407} 	{24691310,24691313,24691314,24691320,24691324,24691329,24691330,24691331,24691350,24691378,24691380,24691388,24691390,24691393,24691394,24691395,24691398,24691407} 	
{129629579,129629585,129629591,129629595,129629596,129629600,129629604,129629606,129629611,129629613,129629616,129629621,129629622,129629625,129629626,129629627,129629628,129629629,129629631,129629632,129629636,129629640,129629644,129629647,129629650,129629652,129629653,129629658,129629662,129629664,129629668,129629670,129629672,129629673} 	{129629579,129629585,129629600,129629668,129629672,129629673} 	
{55555505,55555506,55555507,55555509,55555514,55555515,55555523,55555530,55555531,55555536,55555539,55555541,55555544,55555548,55555550,55555551,55555554,55555561,55555564,55555565,55555566,55555569,55555570,55555573,55555576,55555580,55555581,55555585,55555587,55555590,55555596,55555597,55555599,55555600} 	{55555505,55555506,55555507,55555509,55555514,55555515,55555573,55555581,55555585,55555590,55555596,55555597,55555599,55555600} 	
{45751583,45751585,45751586,45751587,45751607,45751608,45751610,45751613,45751614,45751615,45751616,45751617,45751621,45751627,45751628,45751635,45751636,45751638,45751641,45751643,45751644,45751646,45751648,45751651,45751660,45751663,45751665,45751667,45751668,45751671,45751673,45751675,45751676,45751681} 	{45751583,45751585,45751586,45751587,45751607,45751608,45751610,45751613,45751627,45751660,45751667,45751668,45751671,45751673,45751675,45751676,45751681} 	
{45751584,45751585,45751586,45751588,45751590,45751591,45751596,45751600,45751603,45751605,45751606,45751610,45751615,45751616,45751618,45751622,45751623,45751624,45751625,45751627,45751628,45751636,45751640,45751642,45751651,45751654,45751657,45751658,45751659,45751663,45751665,45751671,45751672,45751675} 	{45751584,45751585,45751586,45751588,45751590,45751591,45751628,45751651,45751654,45751657,45751658,45751659,45751663,45751665,45751671,45751672,45751675} 	
{97222172,97222175,97222180,97222183,97222187,97222191,97222198,97222203,97222205,97222206,97222207,97222208,97222211,97222212,97222214,97222217,97222218,97222220,97222222,97222224,97222230,97222232,97222234,97222235,97222236,97222240,97222243,97222252,97222255,97222257,97222262,97222265,97222268,97222271} 	{97222172,97222175,97222180,97222191,97222255,97222265,97222268,97222271} 	
{45751587,45751588,45751589,45751592,45751594,45751603,45751606,45751608,45751611,45751612,45751613,45751615,45751616,45751617,45751618,45751624,45751626,45751628,45751634,45751637,45751638,45751639,45751644,45751647,45751649,45751650,45751653,45751655,45751659,45751661,45751663,45751665,45751673,45751674} 	{45751587,45751588,45751589,45751592,45751594,45751603,45751624,45751647,45751650,45751653,45751655,45751659,45751661,45751663,45751665,45751673,45751674} 	
{129629579,129629584,129629585,129629586,129629588,129629590,129629605,129629607,129629611,129629613,129629615,129629621,129629624,129629626,129629627,129629631,129629632,129629635,129629636,129629638,129629641,129629646,129629647,129629652,129629658,129629662,129629663,129629667,129629668,129629669,129629671,129629672,129629673,129629677} 	{129629579,129629584,129629605,129629663,129629669,129629677} 	
{64814769,64814770,64814772,64814776,64814778,64814782,64814784,64814785,64814786,64814787,64814790,64814791,64814801,64814806,64814809,64814812,64814817,64814824,64814827,64814828,64814832,64814833,64814837,64814840,64814843,64814846,64814848,64814852,64814853,64814857,64814858,64814859,64814860,64814862} 	{64814769,64814770,64814772,64814776,64814778,64814782,64814840,64814852,64814857,64814859,64814860,64814862} 	
{86419705,86419706,86419711,86419712,86419713,86419717,86419720,86419724,86419728,86419734,86419738,86419739,86419740,86419743,86419745,86419752,86419755,86419756,86419757,86419760,86419761,86419763,86419764,86419775,86419776,86419779,86419782,86419789,86419790,86419791,86419792,86419793,86419794,86419795} 	{86419705,86419706,86419711,86419712,86419775,86419789,86419790,86419794,86419795} 	
{59829009,59829010,59829011,59829013,59829014,59829016,59829018,59829022,59829023,59829025,59829026,59829027,59829028,59829029,59829030,59829033,59829035,59829038,59829039,59829040,59829042,59829049,59829064,59829068,59829070,59829072,59829076,59829086,59829090,59829091,59829103,59829104,59829107,59829108} 	{59829009,59829010,59829011,59829013,59829014,59829049,59829068,59829090,59829091,59829103,59829104,59829107,59829108} 	
{27777752,27777754,27777755,27777756,27777758,27777759,27777761,27777762,27777763,27777764,27777765,27777766,27777768,27777770,27777774,27777776,27777777,27777778,27777780,27777781,27777782,27777783,27777784,27777786,27777787,27777789,27777790,27777791,27777795,27777796,27777797,27777799,27777800,27777801} 	{27777752,27777754,27777755,27777756,27777758,27777759,27777761,27777762,27777763,27777764,27777774,27777778,27777780,27777781,27777782,27777783,27777784,27777786,27777787,27777789,27777790,27777791,27777795,27777796,27777797,27777799,27777800,27777801} 	
{74074049,74074053,74074054,74074057,74074058,74074059,74074060,74074061,74074062,74074064,74074067,74074069,74074070,74074071,74074072,74074073,74074075,74074076,74074077,74074078,74074079,74074080,74074082,74074083,74074084,74074085,74074087,74074088,74074090,74074091,74074093,74074094,74074097,74074098} 	{74074049,74074053,74074054,74074093,74074097,74074098} 	
{23391787,23391788,23391789,23391790,23391792,23391793,23391795,23391797,23391798,23391799,23391801,23391802,23391803,23391805,23391806,23391808,23391811,23391812,23391813,23391815,23391816,23391817,23391818,23391821,23391822,23391823,23391825,23391826,23391829,23391831,23391832,23391833,23391834,23391836} 	{23391787,23391788,23391789,23391790,23391792,23391793,23391795,23391798,23391821,23391822,23391823,23391825,23391826,23391829,23391831,23391832,23391833,23391834,23391836} 	
{88888863,88888865,88888866,88888867,88888869,88888870,88888871,88888872,88888874,88888877,88888878,88888881,88888882,88888884,88888885,88888886,88888888,88888889,88888890,88888891,88888892,88888893,88888895,88888896,88888897,88888899,88888900,88888901,88888904,88888905,88888906,88888908,88888909,88888912} 	{88888863,88888865,88888895,88888909,88888912} 	
{24691333,24691334,24691335,24691337,24691339,24691340,24691341,24691343,24691344,24691345,24691346,24691348,24691349,24691350,24691351,24691352,24691353,24691354,24691355,24691356,24691357,24691358,24691359,24691360,24691361,24691362,24691369,24691370,24691371,24691372,24691377,24691379,24691380,24691381} 	{24691333,24691334,24691335,24691337,24691339,24691340,24691344,24691360,24691361,24691362,24691369,24691370,24691371,24691372,24691377,24691379,24691380,24691381} 	
{29629604,29629607,29629608,29629610,29629611,29629614,29629616,29629617,29629618,29629619,29629620,29629624,29629626,29629627,29629628,29629629,29629632,29629635,29629637,29629638,29629639,29629641,29629642,29629643,29629644,29629645,29629646,29629647,29629648,29629649,29629650,29629651,29629652,29629653} 	{29629604,29629607,29629608,29629610,29629611,29629614,29629616,29629624,29629647,29629648,29629649,29629650,29629651,29629652,29629653} 	
{29629604,29629605,29629610,29629611,29629612,29629613,29629614,29629615,29629616,29629617,29629618,29629619,29629620,29629624,29629626,29629627,29629628,29629630,29629631,29629632,29629634,29629636,29629637,29629639,29629640,29629642,29629643,29629644,29629645,29629646,29629650,29629651,29629652,29629653} 	{29629604,29629605,29629610,29629611,29629612,29629613,29629614,29629634,29629644,29629645,29629646,29629650,29629651,29629652,29629653} 	
{24691333,24691334,24691336,24691338,24691339,24691340,24691342,24691343,24691344,24691345,24691347,24691350,24691351,24691353,24691354,24691355,24691356,24691357,24691358,24691359,24691361,24691362,24691364,24691365,24691369,24691370,24691371,24691372,24691373,24691374,24691376,24691378,24691379,24691382} 	{24691333,24691334,24691336,24691338,24691339,24691340,24691342,24691343,24691364,24691370,24691371,24691372,24691373,24691374,24691376,24691378,24691379,24691382} 	
{49382691,49382692,49382695,49382697,49382700,49382701,49382702,49382705,49382706,49382707,49382708,49382709,49382710,49382711,49382713,49382714,49382715,49382716,49382718,49382719,49382720,49382721,49382722,49382723,49382724,49382726,49382727,49382728,49382733,49382734,49382735,49382736,49382737,49382739} 	{49382691,49382692,49382695,49382697,49382722,49382735,49382736,49382737,49382739} 	
{23391788,23391789,23391790,23391791,23391792,23391794,23391799,23391800,23391801,23391803,23391804,23391805,23391806,23391807,23391808,23391809,23391810,23391812,23391814,23391815,23391816,23391818,23391819,23391820,23391821,23391822,23391823,23391825,23391827,23391829,23391830,23391831,23391832,23391835} 	{23391788,23391789,23391790,23391791,23391792,23391794,23391799,23391806,23391820,23391821,23391822,23391823,23391825,23391827,23391829,23391830,23391831,23391832,23391835} 	
{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34} 	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,32,34} 	
{34,20,26,28,33,23,44,40,25,10,36,14,7,29,21,27,17,13,19,24,32,41,31} 	{7,10,13,14,17,19,20,21,23,24,25,26,27,28,29,31,32,34,44} 	
{259259243,259259244,259259245,259259246,259259247,259259248,259259249,259259250,259259251,259259252,259259253,259259254,259259255,259259256,259259257,259259258,259259259,259259260,259259261,259259262,259259263,259259264,259259265,259259266,259259267,259259268,259259269,259259270,259259271,259259272,259259273,259259274,259259275,259259276} 	{259259243,259259244,259259245,259259246,259259247,259259248,259259249,259259250,259259251,259259252,259259253,259259254,259259255,259259256,259259257,259259258,259259259,259259264,259259265,259259266,259259267,259259268,259259269,259259270,259259271,259259272,259259273,259259274,259259275,259259276} 	
{412423,437489,46242,74923846,463254,43952,54236,643656,5245235,534545,52424,65756,643634,654645,12312,9876,471238,98423,856324,5424235,70979079,4352345,54654,76547654,53254,5432524,5465276,7564764,234243,543534,543543,42342,432564,65464} 	{9876,12312,42342,43952,46242,52424,54236,65756,98423,432564,437489,471238,543534,543543,74923846} 	
{644736127,449675839,234060721,64312424,362438795,669955485,748999313,600277307,131304044,365039120,53395285,119747278,402668,74798,24858,233,33,28,85,1,2,593830,101999,362881,154025,136865,181689,184880,300808,591587,385624,356641,23364} 	{1,2,28,33,85,233,24858,74798,402668,53395285,64312424,119747278,131304044,234060721,362438795,365039120,449675839,600277307,644736127,669955485,748999313} 	
{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,624,24,500,574,124,123,80,90,501,544,20,30,324,300,100000,10000,1000000000} 	{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,20,24,80,500} 	
